# Projections along x-axis (horizontal projections) 
# x          y=0.4184           
-1.54579689212 1.513524e-03        
-1.54273857702 1.910996e-03        
-1.53968026192 2.352737e-03        
-1.53662194682 2.837665e-03        
-1.53356363172 3.364528e-03        
-1.53050531662 3.931908e-03        
-1.52744700152 4.538225e-03        
-1.52438868643 5.18174e-03         
-1.52133037133 5.860563e-03        
-1.51827205623 6.572657e-03        
-1.51521374113 7.315844e-03        
-1.51215542603 8.087813e-03        
-1.50909711093 8.886127e-03        
-1.50603879583 9.708232e-03        
-1.50298048073 1.055146e-02        
-1.49992216563 1.141305e-02        
-1.49686385054 1.229015e-02        
-1.49380553544 1.317981e-02        
-1.49074722034 1.407903e-02        
-1.48768890524 1.498474e-02        
-1.48463059014 1.589382e-02        
-1.48157227504 1.680312e-02        
-1.47851395994 1.770946e-02        
-1.47545564484 1.860962e-02        
-1.47239732974 1.950043e-02        
-1.46933901464 2.037867e-02        
-1.46628069955 2.124118e-02        
-1.46322238445 2.208482e-02        
-1.46016406935 2.290649e-02        
-1.45710575425 2.370315e-02        
-1.45404743915 2.447184e-02        
-1.45098912405 2.520965e-02        
-1.44793080895 2.59138e-02         
-1.44487249385 2.658157e-02        
-1.44181417875 2.721039e-02        
-1.43875586366 2.77978e-02         
-1.43569754856 2.834147e-02        
-1.43263923346 2.883922e-02        
-1.42958091836 2.928902e-02        
-1.42652260326 2.968901e-02        
-1.42346428816 3.003748e-02        
-1.42040597306 3.033293e-02        
-1.41734765796 3.057402e-02        
-1.41428934286 3.075962e-02        
-1.41123102776 3.088878e-02        
-1.40817271267 3.096078e-02        
-1.40511439757 3.097508e-02        
-1.40205608247 3.093138e-02        
-1.39899776737 3.082956e-02        
-1.39593945227 3.066975e-02        
-1.39288113717 3.04523e-02         
-1.38982282207 3.017774e-02        
-1.38676450697 2.984688e-02        
-1.38370619187 2.946069e-02        
-1.38064787678 2.90204e-02         
-1.37758956168 2.852743e-02        
-1.37453124658 2.798343e-02        
-1.37147293148 2.739024e-02        
-1.36841461638 2.674991e-02        
-1.36535630128 2.60647e-02         
-1.36229798618 2.533703e-02        
-1.35923967108 2.456954e-02        
-1.35618135598 2.376501e-02        
-1.35312304088 2.292642e-02        
-1.35006472579 2.205686e-02        
-1.34700641069 2.115963e-02        
-1.34394809559 2.02381e-02         
-1.34088978049 1.929582e-02        
-1.33783146539 1.833641e-02        
-1.33477315029 1.736363e-02        
-1.33171483519 1.638129e-02        
-1.32865652009 1.539329e-02        
-1.32559820499 1.44036e-02         
-1.3225398899 1.341623e-02        
-1.3194815748 1.243521e-02        
-1.3164232597 1.14646e-02         
-1.3133649446 1.050845e-02        
-1.3103066295 9.57082e-03         
-1.3072483144 8.655718e-03        
-1.3041899993 7.767121e-03        
-1.3011316842 6.908945e-03        
-1.2980733691 6.085034e-03        
-1.295015054 5.299142e-03        
-1.29195673891 4.554921e-03        
-1.28889842381 3.855907e-03        
-1.28584010871 3.205501e-03        
-1.28278179361 2.606963e-03        
-1.27972347851 2.063389e-03        
-1.27666516341 1.577707e-03        
-1.27360684831 1.152657e-03        
-1.27054853321 7.907867e-04        
-1.26749021811 4.944321e-04        
-1.26443190302 2.657123e-04        
-1.26137358792 1.06518e-04         
-1.25831527282 1.85017e-05         
-1.25525695772 3.06991e-06         
-1.25219864262 6.137519e-05        
-1.24914032752 1.943095e-04        
-1.24608201242 4.024982e-04        
-1.24302369732 6.862954e-04        
-1.23996538222 1.045779e-03        
-1.23690706712 1.48075e-03         
-1.23384875203 1.990727e-03        
-1.23079043693 2.574948e-03        
-1.22773212183 3.232369e-03        
-1.22467380673 3.961665e-03        
-1.22161549163 4.761235e-03        
-1.21855717653 5.629199e-03        
-1.21549886143 6.563409e-03        
-1.21244054633 7.561448e-03        
-1.20938223123 8.620642e-03        
-1.20632391614 9.738063e-03        
-1.20326560104 1.091054e-02        
-1.20020728594 1.213466e-02        
-1.19714897084 1.340681e-02        
-1.19409065574 1.472312e-02        
-1.19103234064 1.607956e-02        
-1.18797402554 1.747189e-02        
-1.18491571044 1.889569e-02        
-1.18185739534 2.034641e-02        
-1.17879908024 2.181931e-02        
-1.17574076515 2.330956e-02        
-1.17268245005 2.48122e-02         
-1.16962413495 2.632217e-02        
-1.16656581985 2.783435e-02        
-1.16350750475 2.934354e-02        
-1.16044918965 3.08445e-02         
-1.15739087455 3.233199e-02        
-1.15433255945 3.380075e-02        
-1.15127424435 3.524553e-02        
-1.14821592926 3.666114e-02        
-1.14515761416 3.804242e-02        
-1.14209929906 3.93843e-02         
-1.13904098396 4.06818e-02         
-1.13598266886 4.193006e-02        
-1.13292435376 4.312435e-02        
-1.12986603866 4.426008e-02        
-1.12680772356 4.533287e-02        
-1.12374940846 4.633848e-02        
-1.12069109336 4.727291e-02        
-1.11763277827 4.813237e-02        
-1.11457446317 4.891333e-02        
-1.11151614807 4.961249e-02        
-1.10845783297 5.022683e-02        
-1.10539951787 5.075364e-02        
-1.10234120277 5.119047e-02        
-1.09928288767 5.153521e-02        
-1.09622457257 5.178606e-02        
-1.09316625747 5.194156e-02        
-1.09010794238 5.200059e-02        
-1.08704962728 5.196238e-02        
-1.08399131218 5.182652e-02        
-1.08093299708 5.159295e-02        
-1.07787468198 5.1262e-02          
-1.07481636688 5.083436e-02        
-1.07175805178 5.031108e-02        
-1.06869973668 4.96936e-02         
-1.06564142158 4.898372e-02        
-1.06258310648 4.818363e-02        
-1.05952479139 4.729585e-02        
-1.05646647629 4.63233e-02         
-1.05340816119 4.526922e-02        
-1.05034984609 4.413722e-02        
-1.04729153099 4.293124e-02        
-1.04423321589 4.165554e-02        
-1.04117490079 4.031472e-02        
-1.03811658569 3.891364e-02        
-1.03505827059 3.745749e-02        
-1.0319999555 3.595171e-02        
-1.0289416404 3.440199e-02        
-1.0258833253 3.281428e-02        
-1.0228250102 3.119472e-02        
-1.0197666951 2.954969e-02        
-1.01670838  2.78857e-02         
-1.0136500649 2.620944e-02        
-1.0105917498 2.452775e-02        
-1.0075334347 2.284754e-02        
-1.0044751196 2.117585e-02        
-1.00141680451 1.951974e-02        
-0.998358489407 1.788635e-02        
-0.995300174308 1.628278e-02        
-0.992241859209 1.471616e-02        
-0.98918354411 1.319355e-02        
-0.986125229011 1.172196e-02        
-0.983066913912 1.03083e-02         
-0.980008598813 8.959344e-03        
-0.976950283714 7.681738e-03        
-0.973891968615 6.481949e-03        
-0.970833653517 5.366244e-03        
-0.967775338418 4.340664e-03        
-0.964717023319 3.411003e-03        
-0.96165870822 2.582781e-03        
-0.958600393121 1.861218e-03        
-0.955542078022 1.251216e-03        
-0.952483762923 7.573356e-04        
-0.949425447824 3.837717e-04        
-0.946367132725 1.343374e-04        
-0.943308817626 1.244365e-05        
-0.940250502527 2.10815e-05         
-0.937192187428 1.628062e-04        
-0.934133872329 4.397222e-04        
-0.93107555723 8.534693e-04        
-0.928017242131 1.405211e-03        
-0.924958927032 2.095624e-03        
-0.921900611933 2.92489e-03         
-0.918842296834 3.892687e-03        
-0.915783981735 4.998186e-03        
-0.912725666637 6.240044e-03        
-0.909667351538 7.616407e-03        
-0.906609036439 9.124906e-03        
-0.90355072134 1.076266e-02        
-0.900492406241 1.252628e-02        
-0.897434091142 1.441188e-02        
-0.894375776043 1.641508e-02        
-0.891317460944 1.853099e-02        
-0.888259145845 2.075427e-02        
-0.885200830746 2.307913e-02        
-0.882142515647 2.54993e-02         
-0.879084200548 2.800811e-02        
-0.876025885449 3.059846e-02        
-0.87296757035 3.326288e-02        
-0.869909255251 3.59935e-02         
-0.866850940152 3.878213e-02        
-0.863792625053 4.162027e-02        
-0.860734309954 4.449909e-02        
-0.857675994856 4.740953e-02        
-0.854617679757 5.034227e-02        
-0.851559364658 5.328781e-02        
-0.848501049559 5.623645e-02        
-0.84544273446 5.917838e-02        
-0.842384419361 6.210365e-02        
-0.839326104262 6.500227e-02        
-0.836267789163 6.78642e-02         
-0.833209474064 7.067939e-02        
-0.830151158965 7.343785e-02        
-0.827092843866 7.612966e-02        
-0.824034528767 7.874498e-02        
-0.820976213668 8.127417e-02        
-0.817917898569 8.370773e-02        
-0.81485958347 8.603642e-02        
-0.811801268371 8.825124e-02        
-0.808742953272 9.03435e-02         
-0.805684638173 9.230483e-02        
-0.802626323075 9.412724e-02        
-0.799568007976 9.580315e-02        
-0.796509692877 9.732541e-02        
-0.793451377778 9.868734e-02        
-0.790393062679 9.988277e-02        
-0.78733474758 1.009061e-01        
-0.784276432481 1.017521e-01        
-0.781218117382 1.024165e-01        
-0.778159802283 1.028953e-01        
-0.775101487184 1.031852e-01        
-0.772043172085 1.032838e-01        
-0.768984856986 1.031891e-01        
-0.765926541887 1.028999e-01        
-0.762868226788 1.024158e-01        
-0.759809911689 1.01737e-01         
-0.75675159659 1.008645e-01        
-0.753693281491 9.980007e-02        
-0.750634966392 9.854614e-02        
-0.747576651294 9.710598e-02        
-0.744518336195 9.548362e-02        
-0.741460021096 9.368381e-02        
-0.738401705997 9.171206e-02        
-0.735343390898 8.957465e-02        
-0.732285075799 8.727857e-02        
-0.7292267607 8.483154e-02        
-0.726168445601 8.224199e-02        
-0.723110130502 7.951903e-02        
-0.720051815403 7.667246e-02        
-0.716993500304 7.371268e-02        
-0.713935185205 7.065077e-02        
-0.710876870106 6.749835e-02        
-0.707818555007 6.426761e-02        
-0.704760239908 6.097129e-02        
-0.701701924809 5.762259e-02        
-0.69864360971 5.423517e-02        
-0.695585294611 5.082311e-02        
-0.692526979512 4.740083e-02        
-0.689468664414 4.398311e-02        
-0.686410349315 4.058496e-02        
-0.683352034216 3.722166e-02        
-0.680293719117 3.390865e-02        
-0.677235404018 3.066149e-02        
-0.674177088919 2.749582e-02        
-0.67111877382 2.44273e-02         
-0.668060458721 2.147154e-02        
-0.665002143622 1.864409e-02        
-0.661943828523 1.596032e-02        
-0.658885513424 1.343541e-02        
-0.655827198325 1.108427e-02        
-0.652768883226 8.921519e-03        
-0.649710568127 6.961362e-03        
-0.646652253028 5.217593e-03        
-0.643593937929 3.703511e-03        
-0.64053562283 2.431872e-03        
-0.637477307731 1.414832e-03        
-0.634418992633 6.638952e-04        
-0.631360677534 1.898577e-04        
-0.628302362435 2.761551e-06        
-0.625244047336 1.118426e-04        
-0.622185732237 5.254839e-04        
-0.619127417138 1.251171e-03        
-0.616069102039 2.295447e-03        
-0.61301078694 3.663875e-03        
-0.609952471841 5.360997e-03        
-0.606894156742 7.390302e-03        
-0.603835841643 9.754192e-03        
-0.600777526544 1.245395e-02        
-0.597719211445 1.548972e-02        
-0.594660896346 1.886048e-02        
-0.591602581247 2.256403e-02        
-0.588544266148 2.659696e-02        
-0.585485951049 3.095467e-02        
-0.58242763595 3.563131e-02        
-0.579369320852 4.061985e-02        
-0.576311005753 4.591201e-02        
-0.573252690654 5.14983e-02         
-0.570194375555 5.736802e-02        
-0.567136060456 6.350931e-02        
-0.564077745357 6.990908e-02        
-0.561019430258 7.655312e-02        
-0.557961115159 8.34261e-02         
-0.55490280006 9.051155e-02        
-0.551844484961 9.779199e-02        
-0.548786169862 1.052489e-01        
-0.545727854763 1.128627e-01        
-0.542669539664 1.20613e-01         
-0.539611224565 1.284785e-01        
-0.536552909466 1.364371e-01        
-0.533494594367 1.444657e-01        
-0.530436279268 1.525409e-01        
-0.527377964169 1.606383e-01        
-0.52431964907 1.687331e-01        
-0.521261333972 1.768001e-01        
-0.518203018873 1.848135e-01        
-0.515144703774 1.927473e-01        
-0.512086388675 2.005751e-01        
-0.509028073576 2.082706e-01        
-0.505969758477 2.158071e-01        
-0.502911443378 2.231582e-01        
-0.499853128279 2.302975e-01        
-0.49679481318 2.371988e-01        
-0.493736498081 2.438362e-01        
-0.490678182982 2.501841e-01        
-0.487619867883 2.562177e-01        
-0.484561552784 2.619124e-01        
-0.481503237685 2.672446e-01        
-0.478444922586 2.721914e-01        
-0.475386607487 2.767307e-01        
-0.472328292388 2.808416e-01        
-0.469269977289 2.845041e-01        
-0.466211662191 2.876994e-01        
-0.463153347092 2.904103e-01        
-0.460095031993 2.926205e-01        
-0.457036716894 2.943155e-01        
-0.453978401795 2.954822e-01        
-0.450920086696 2.961094e-01        
-0.447861771597 2.961874e-01        
-0.444803456498 2.957083e-01        
-0.441745141399 2.946662e-01        
-0.4386868263 2.930573e-01        
-0.435628511201 2.908796e-01        
-0.432570196102 2.881333e-01        
-0.429511881003 2.848209e-01        
-0.426453565904 2.809469e-01        
-0.423395250805 2.765181e-01        
-0.420336935706 2.71544e-01         
-0.417278620607 2.660359e-01        
-0.414220305508 2.60008e-01         
-0.41116199041 2.534766e-01        
-0.408103675311 2.464606e-01        
-0.405045360212 2.389814e-01        
-0.401987045113 2.310628e-01        
-0.398928730014 2.227311e-01        
-0.395870414915 2.140152e-01        
-0.392812099816 2.049463e-01        
-0.389753784717 1.955581e-01        
-0.386695469618 1.858869e-01        
-0.383637154519 1.759712e-01        
-0.38057883942 1.65852e-01         
-0.377520524321 1.555725e-01        
-0.374462209222 1.451782e-01        
-0.371403894123 1.34717e-01         
-0.368345579024 1.242387e-01        
-0.365287263925 1.137953e-01        
-0.362228948826 1.034408e-01        
-0.359170633727 9.323094e-02        
-0.356112318628 8.322351e-02        
-0.35305400353 7.347787e-02        
-0.349995688431 6.405503e-02        
-0.346937373332 5.501748e-02        
-0.343879058233 4.642908e-02        
-0.340820743134 3.835497e-02        
-0.337762428035 3.086138e-02        
-0.334704112936 2.401554e-02        
-0.331645797837 1.788553e-02        
-0.328587482738 1.254011e-02        
-0.325529167639 8.048622e-03        
-0.32247085254 4.480774e-03        
-0.319412537441 1.906531e-03        
-0.316354222342 3.959307e-04        
-0.313295907243 1.892611e-05        
-0.310237592144 8.452154e-04        
-0.307179277045 2.944074e-03        
-0.304120961946 6.384182e-03        
-0.301062646847 1.123345e-02        
-0.298004331749 1.755886e-02        
-0.29494601665 2.542625e-02        
-0.291887701551 3.490019e-02        
-0.288829386452 4.604377e-02        
-0.285771071353 5.891843e-02        
-0.282712756254 7.358382e-02        
-0.279654441155 9.009756e-02        
-0.276596126056 1.085152e-01        
-0.273537810957 1.288897e-01        
-0.270479495858 1.51272e-01         
-0.267421180759 1.757098e-01        
-0.26436286566 2.022486e-01        
-0.261304550561 2.309303e-01        
-0.258246235462 2.617942e-01        
-0.255187920363 2.94876e-01         
-0.252129605264 3.302082e-01        
-0.249071290165 3.678196e-01        
-0.246012975066 4.077354e-01        
-0.242954659968 4.49977e-01         
-0.239896344869 4.945619e-01        
-0.23683802977 5.415035e-01        
-0.233779714671 5.908113e-01        
-0.230721399572 6.424903e-01        
-0.227663084473 6.965414e-01        
-0.224604769374 7.52961e-01         
-0.221546454275 8.117412e-01        
-0.218488139176 8.728695e-01        
-0.215429824077 9.363288e-01        
-0.212371508978 1.002097e+00        
-0.209313193879 1.070149e+00        
-0.20625487878 1.140453e+00        
-0.203196563681 1.212974e+00        
-0.200138248582 1.287672e+00        
-0.197079933483 1.364501e+00        
-0.194021618384 1.443412e+00        
-0.190963303285 1.524351e+00        
-0.187904988186 1.60726e+00         
-0.184846673088 1.692075e+00        
-0.181788357989 1.778729e+00        
-0.17873004289 1.867149e+00        
-0.175671727791 1.95726e+00         
-0.172613412692 2.048982e+00        
-0.169555097593 2.142228e+00        
-0.166496782494 2.236912e+00        
-0.163438467395 2.33294e+00         
-0.160380152296 2.430216e+00        
-0.157321837197 2.52864e+00         
-0.154263522098 2.62811e+00         
-0.151205206999 2.728519e+00        
-0.1481468919 2.829756e+00        
-0.145088576801 2.93171e+00         
-0.142030261702 3.034265e+00        
-0.138971946603 3.137302e+00        
-0.135913631504 3.240702e+00        
-0.132855316405 3.344341e+00        
-0.129797001307 3.448095e+00        
-0.126738686208 3.551838e+00        
-0.123680371109 3.655442e+00        
-0.12062205601 3.758777e+00        
-0.117563740911 3.861713e+00        
-0.114505425812 3.964119e+00        
-0.111447110713 4.065862e+00        
-0.108388795614 4.166811e+00        
-0.105330480515 4.266832e+00        
-0.102272165416 4.365794e+00        
-0.0992138503171 4.463564e+00        
-0.0961555352181 4.560011e+00        
-0.0930972201192 4.655004e+00        
-0.0900389050202 4.748414e+00        
-0.0869805899213 4.840112e+00        
-0.0839222748223 4.929971e+00        
-0.0808639597234 5.017866e+00        
-0.0778056446245 5.103675e+00        
-0.0747473295255 5.187276e+00        
-0.0716890144266 5.268552e+00        
-0.0686306993276 5.347387e+00        
-0.0655723842287 5.423668e+00        
-0.0625140691297 5.497287e+00        
-0.0594557540308 5.568136e+00        
-0.0563974389318 5.636115e+00        
-0.0533391238329 5.701123e+00        
-0.0502808087339 5.763067e+00        
-0.047222493635 5.821857e+00        
-0.0441641785361 5.877405e+00        
-0.0411058634371 5.929631e+00        
-0.0380475483382 5.978457e+00        
-0.0349892332392 6.023812e+00        
-0.0319309181403 6.065628e+00        
-0.0288726030413 6.103844e+00        
-0.0258142879424 6.138402e+00        
-0.0227559728434 6.169252e+00        
-0.0196976577445 6.196347e+00        
-0.0166393426455 6.219646e+00        
-0.0135810275466 6.239117e+00        
-0.0105227124477 6.254728e+00        
-0.00746439734871 6.266457e+00        
-0.00440608224977 6.274286e+00        
-0.00134776715082 6.278203e+00        
0.00171054794813 6.278203e+00        
0.00476886304707 6.274286e+00        
0.00782717814602 6.266457e+00        
0.010885493245 6.254728e+00        
0.0139438083439 6.239117e+00        
0.0170021234429 6.219646e+00        
0.0200604385418 6.196347e+00        
0.0231187536407 6.169252e+00        
0.0261770687397 6.138402e+00        
0.0292353838386 6.103844e+00        
0.0322936989376 6.065628e+00        
0.0353520140365 6.023812e+00        
0.0384103291355 5.978457e+00        
0.0414686442344 5.929631e+00        
0.0445269593334 5.877405e+00        
0.0475852744323 5.821857e+00        
0.0506435895313 5.763067e+00        
0.0537019046302 5.701123e+00        
0.0567602197291 5.636115e+00        
0.0598185348281 5.568136e+00        
0.062876849927 5.497287e+00        
0.065935165026 5.423668e+00        
0.0689934801249 5.347387e+00        
0.0720517952239 5.268552e+00        
0.0751101103228 5.187276e+00        
0.0781684254218 5.103675e+00        
0.0812267405207 5.017866e+00        
0.0842850556197 4.929971e+00        
0.0873433707186 4.840112e+00        
0.0904016858175 4.748414e+00        
0.0934600009165 4.655004e+00        
0.0965183160154 4.560011e+00        
0.0995766311144 4.463564e+00        
0.102634946213 4.365794e+00        
0.105693261312 4.266832e+00        
0.108751576411 4.166811e+00        
0.11180989151 4.065862e+00        
0.114868206609 3.964119e+00        
0.117926521708 3.861713e+00        
0.120984836807 3.758777e+00        
0.124043151906 3.655442e+00        
0.127101467005 3.551838e+00        
0.130159782104 3.448095e+00        
0.133218097203 3.344341e+00        
0.136276412302 3.240702e+00        
0.139334727401 3.137302e+00        
0.1423930425 3.034265e+00        
0.145451357599 2.93171e+00         
0.148509672698 2.829756e+00        
0.151567987796 2.728519e+00        
0.154626302895 2.62811e+00         
0.157684617994 2.52864e+00         
0.160742933093 2.430216e+00        
0.163801248192 2.33294e+00         
0.166859563291 2.236912e+00        
0.16991787839 2.142228e+00        
0.172976193489 2.048982e+00        
0.176034508588 1.95726e+00         
0.179092823687 1.867149e+00        
0.182151138786 1.778729e+00        
0.185209453885 1.692075e+00        
0.188267768984 1.60726e+00         
0.191326084083 1.524351e+00        
0.194384399182 1.443412e+00        
0.197442714281 1.364501e+00        
0.20050102938 1.287672e+00        
0.203559344479 1.212974e+00        
0.206617659577 1.140453e+00        
0.209675974676 1.070149e+00        
0.212734289775 1.002097e+00        
0.215792604874 9.363288e-01        
0.218850919973 8.728695e-01        
0.221909235072 8.117412e-01        
0.224967550171 7.52961e-01         
0.22802586527 6.965414e-01        
0.231084180369 6.424903e-01        
0.234142495468 5.908113e-01        
0.237200810567 5.415035e-01        
0.240259125666 4.945619e-01        
0.243317440765 4.49977e-01         
0.246375755864 4.077354e-01        
0.249434070963 3.678196e-01        
0.252492386062 3.302082e-01        
0.255550701161 2.94876e-01         
0.25860901626 2.617942e-01        
0.261667331358 2.309303e-01        
0.264725646457 2.022486e-01        
0.267783961556 1.757098e-01        
0.270842276655 1.51272e-01         
0.273900591754 1.288897e-01        
0.276958906853 1.085152e-01        
0.280017221952 9.009756e-02        
0.283075537051 7.358382e-02        
0.28613385215 5.891843e-02        
0.289192167249 4.604377e-02        
0.292250482348 3.490019e-02        
0.295308797447 2.542625e-02        
0.298367112546 1.755886e-02        
0.301425427645 1.123345e-02        
0.304483742744 6.384182e-03        
0.307542057843 2.944074e-03        
0.310600372942 8.452154e-04        
0.313658688041 1.892611e-05        
0.31671700314 3.959307e-04        
0.319775318238 1.906531e-03        
0.322833633337 4.480774e-03        
0.325891948436 8.048622e-03        
0.328950263535 1.254011e-02        
0.332008578634 1.788553e-02        
0.335066893733 2.401554e-02        
0.338125208832 3.086138e-02        
0.341183523931 3.835497e-02        
0.34424183903 4.642908e-02        
0.347300154129 5.501748e-02        
0.350358469228 6.405503e-02        
0.353416784327 7.347787e-02        
0.356475099426 8.322351e-02        
0.359533414525 9.323094e-02        
0.362591729624 1.034408e-01        
0.365650044723 1.137953e-01        
0.368708359822 1.242387e-01        
0.371766674921 1.34717e-01         
0.374824990019 1.451782e-01        
0.377883305118 1.555725e-01        
0.380941620217 1.65852e-01         
0.383999935316 1.759712e-01        
0.387058250415 1.858869e-01        
0.390116565514 1.955581e-01        
0.393174880613 2.049463e-01        
0.396233195712 2.140152e-01        
0.399291510811 2.227311e-01        
0.40234982591 2.310628e-01        
0.405408141009 2.389814e-01        
0.408466456108 2.464606e-01        
0.411524771207 2.534766e-01        
0.414583086306 2.60008e-01         
0.417641401405 2.660359e-01        
0.420699716504 2.71544e-01         
0.423758031603 2.765181e-01        
0.426816346702 2.809469e-01        
0.4298746618 2.848209e-01        
0.432932976899 2.881333e-01        
0.435991291998 2.908796e-01        
0.439049607097 2.930573e-01        
0.442107922196 2.946662e-01        
0.445166237295 2.957083e-01        
0.448224552394 2.961874e-01        
0.451282867493 2.961094e-01        
0.454341182592 2.954822e-01        
0.457399497691 2.943155e-01        
0.46045781279 2.926205e-01        
0.463516127889 2.904103e-01        
0.466574442988 2.876994e-01        
0.469632758087 2.845041e-01        
0.472691073186 2.808416e-01        
0.475749388285 2.767307e-01        
0.478807703384 2.721914e-01        
0.481866018483 2.672446e-01        
0.484924333582 2.619124e-01        
0.48798264868 2.562177e-01        
0.491040963779 2.501841e-01        
0.494099278878 2.438362e-01        
0.497157593977 2.371988e-01        
0.500215909076 2.302975e-01        
0.503274224175 2.231582e-01        
0.506332539274 2.158071e-01        
0.509390854373 2.082706e-01        
0.512449169472 2.005751e-01        
0.515507484571 1.927473e-01        
0.51856579967 1.848135e-01        
0.521624114769 1.768001e-01        
0.524682429868 1.687331e-01        
0.527740744967 1.606383e-01        
0.530799060066 1.525409e-01        
0.533857375165 1.444657e-01        
0.536915690264 1.364371e-01        
0.539974005363 1.284785e-01        
0.543032320461 1.20613e-01         
0.54609063556 1.128627e-01        
0.549148950659 1.052489e-01        
0.552207265758 9.779199e-02        
0.555265580857 9.051155e-02        
0.558323895956 8.34261e-02         
0.561382211055 7.655312e-02        
0.564440526154 6.990908e-02        
0.567498841253 6.350931e-02        
0.570557156352 5.736802e-02        
0.573615471451 5.14983e-02         
0.57667378655 4.591201e-02        
0.579732101649 4.061985e-02        
0.582790416748 3.563131e-02        
0.585848731847 3.095467e-02        
0.588907046946 2.659696e-02        
0.591965362045 2.256403e-02        
0.595023677144 1.886048e-02        
0.598081992242 1.548972e-02        
0.601140307341 1.245395e-02        
0.60419862244 9.754192e-03        
0.607256937539 7.390302e-03        
0.610315252638 5.360997e-03        
0.613373567737 3.663875e-03        
0.616431882836 2.295447e-03        
0.619490197935 1.251171e-03        
0.622548513034 5.254839e-04        
0.625606828133 1.118426e-04        
0.628665143232 2.761551e-06        
0.631723458331 1.898577e-04        
0.63478177343 6.638952e-04        
0.637840088529 1.414832e-03        
0.640898403628 2.431872e-03        
0.643956718727 3.703511e-03        
0.647015033826 5.217593e-03        
0.650073348925 6.961362e-03        
0.653131664023 8.921519e-03        
0.656189979122 1.108427e-02        
0.659248294221 1.343541e-02        
0.66230660932 1.596032e-02        
0.665364924419 1.864409e-02        
0.668423239518 2.147154e-02        
0.671481554617 2.44273e-02         
0.674539869716 2.749582e-02        
0.677598184815 3.066149e-02        
0.680656499914 3.390865e-02        
0.683714815013 3.722166e-02        
0.686773130112 4.058496e-02        
0.689831445211 4.398311e-02        
0.69288976031 4.740083e-02        
0.695948075409 5.082311e-02        
0.699006390508 5.423517e-02        
0.702064705607 5.762259e-02        
